order_purchase_timestamp,total_sales,total_items,total_orders
2016-09-04,72.89,2,1
2016-09-05,0.0,0,0
2016-09-06,0.0,0,0
2016-09-07,0.0,0,0
2016-09-08,0.0,0,0
2016-09-09,0.0,0,0
2016-09-10,0.0,0,0
2016-09-11,0.0,0,0
2016-09-12,0.0,0,0
2016-09-13,0.0,0,0
2016-09-14,0.0,0,0
2016-09-15,134.97,3,1
2016-09-16,0.0,0,0
2016-09-17,0.0,0,0
2016-09-18,0.0,0,0
2016-09-19,0.0,0,0
2016-09-20,0.0,0,0
2016-09-21,0.0,0,0
2016-09-22,0.0,0,0
2016-09-23,0.0,0,0
2016-09-24,0.0,0,0
2016-09-25,0.0,0,0
2016-09-26,0.0,0,0
2016-09-27,0.0,0,0
2016-09-28,0.0,0,0
2016-09-29,0.0,0,0
2016-09-30,0.0,0,0
2016-10-01,0.0,0,0
2016-10-02,0.0,0,0
2016-10-03,441.98,7,7
2016-10-04,9571.16,67,58
2016-10-05,6856.56,52,39
2016-10-06,6295.72,55,46
2016-10-07,6728.25,50,43
2016-10-08,8306.86,43,38
2016-10-09,2614.2,28,22
2016-10-10,3692.57,40,37
2016-10-11,0.0,0,0
2016-10-12,0.0,0,0
2016-10-13,0.0,0,0
2016-10-14,0.0,0,0
2016-10-15,0.0,0,0
2016-10-16,0.0,0,0
2016-10-17,0.0,0,0
2016-10-18,0.0,0,0
2016-10-19,0.0,0,0
2016-10-20,0.0,0,0
2016-10-21,0.0,0,0
2016-10-22,0.0,0,0
2016-10-23,0.0,0,0
2016-10-24,0.0,0,0
2016-10-25,0.0,0,0
2016-10-26,0.0,0,0
2016-10-27,0.0,0,0
2016-10-28,0.0,0,0
2016-10-29,0.0,0,0
2016-10-30,0.0,0,0
2016-10-31,0.0,0,0
2016-11-01,0.0,0,0
2016-11-02,0.0,0,0
2016-11-03,0.0,0,0
2016-11-04,0.0,0,0
2016-11-05,0.0,0,0
2016-11-06,0.0,0,0
2016-11-07,0.0,0,0
2016-11-08,0.0,0,0
2016-11-09,0.0,0,0
2016-11-10,0.0,0,0
2016-11-11,0.0,0,0
2016-11-12,0.0,0,0
2016-11-13,0.0,0,0
2016-11-14,0.0,0,0
2016-11-15,0.0,0,0
2016-11-16,0.0,0,0
2016-11-17,0.0,0,0
2016-11-18,0.0,0,0
2016-11-19,0.0,0,0
2016-11-20,0.0,0,0
2016-11-21,0.0,0,0
2016-11-22,0.0,0,0
2016-11-23,0.0,0,0
2016-11-24,0.0,0,0
2016-11-25,0.0,0,0
2016-11-26,0.0,0,0
2016-11-27,0.0,0,0
2016-11-28,0.0,0,0
2016-11-29,0.0,0,0
2016-11-30,0.0,0,0
2016-12-01,0.0,0,0
2016-12-02,0.0,0,0
2016-12-03,0.0,0,0
2016-12-04,0.0,0,0
2016-12-05,0.0,0,0
2016-12-06,0.0,0,0
2016-12-07,0.0,0,0
2016-12-08,0.0,0,0
2016-12-09,0.0,0,0
2016-12-10,0.0,0,0
2016-12-11,0.0,0,0
2016-12-12,0.0,0,0
2016-12-13,0.0,0,0
2016-12-14,0.0,0,0
2016-12-15,0.0,0,0
2016-12-16,0.0,0,0
2016-12-17,0.0,0,0
2016-12-18,0.0,0,0
2016-12-19,0.0,0,0
2016-12-20,0.0,0,0
2016-12-21,0.0,0,0
2016-12-22,0.0,0,0
2016-12-23,10.9,1,1
2016-12-24,0.0,0,0
2016-12-25,0.0,0,0
2016-12-26,0.0,0,0
2016-12-27,0.0,0,0
2016-12-28,0.0,0,0
2016-12-29,0.0,0,0
2016-12-30,0.0,0,0
2016-12-31,0.0,0,0
2017-01-01,0.0,0,0
2017-01-02,0.0,0,0
2017-01-03,0.0,0,0
2017-01-04,0.0,0,0
2017-01-05,396.9,32,32
2017-01-06,916.38,4,4
2017-01-07,1351.9,5,4
2017-01-08,709.58,6,6
2017-01-09,673.79,6,5
2017-01-10,1434.87,6,6
2017-01-11,2611.26,11,11
2017-01-12,2234.58,15,13
2017-01-13,2505.58,11,11
2017-01-14,1112.69,18,18
2017-01-15,2199.5699999999997,21,14
2017-01-16,3307.92,24,19
2017-01-17,3302.5299999999997,37,32
2017-01-18,4032.3599999999997,35,33
2017-01-19,3553.95,35,29
2017-01-20,4035.83,39,28
2017-01-21,2458.6,36,24
2017-01-22,3619.27,33,30
2017-01-23,6581.47,54,39
2017-01-24,5955.17,44,40
2017-01-25,8977.23,69,62
2017-01-26,13107.96,99,84
2017-01-27,11432.95,76,61
2017-01-28,5211.01,30,29
2017-01-29,6457.66,47,35
2017-01-30,10801.13,75,51
2017-01-31,11116.13,85,67
2017-02-01,8099.76,69,66
2017-02-02,8917.64,75,68
2017-02-03,10171.74,61,56
2017-02-04,13968.16,72,66
2017-02-05,8503.79,83,75
2017-02-06,9539.44,88,81
2017-02-07,14073.58,126,110
2017-02-08,11908.37,98,89
2017-02-09,9190.29,82,77
2017-02-10,13656.94,73,65
2017-02-11,4307.56,51,45
2017-02-12,15098.25,65,62
2017-02-13,10405.15,87,75
2017-02-14,12694.11,80,71
2017-02-15,6770.15,63,60
2017-02-16,6093.04,55,50
2017-02-17,6801.26,56,45
2017-02-18,7297.33,63,52
2017-02-19,3797.9,44,40
2017-02-20,7861.4,71,62
2017-02-21,8285.64,47,41
2017-02-22,7356.57,65,58
2017-02-23,6940.82,73,59
2017-02-24,6682.21,73,62
2017-02-25,4196.59,46,42
2017-02-26,5446.68,52,45
2017-02-27,5813.22,52,42
2017-02-28,11081.76,66,54
2017-03-01,12555.41,113,95
2017-03-02,11377.0,76,68
2017-03-03,12364.44,80,72
2017-03-04,10858.51,85,76
2017-03-05,6739.72,80,70
2017-03-06,8916.64,113,98
2017-03-07,11648.52,97,80
2017-03-08,14587.47,87,77
2017-03-09,11705.539999999999,114,92
2017-03-10,11984.97,97,86
2017-03-11,10833.27,79,70
2017-03-12,6496.17,70,63
2017-03-13,16681.16,115,108
2017-03-14,14129.16,113,98
2017-03-15,14999.33,121,107
2017-03-16,14199.789999999999,126,102
2017-03-17,11970.4,79,65
2017-03-18,16433.82,77,73
2017-03-19,6649.34,59,56
2017-03-20,16906.09,125,114
2017-03-21,11311.15,103,92
2017-03-22,14188.97,122,105
2017-03-23,16300.56,133,110
2017-03-24,10143.22,84,76
2017-03-25,9361.44,84,74
2017-03-26,6320.95,69,64
2017-03-27,16356.97,120,109
2017-03-28,11802.11,114,100
2017-03-29,8294.04,84,73
2017-03-30,10025.6,83,74
2017-03-31,12199.56,73,70
2017-04-01,17697.37,69,67
2017-04-02,9129.88,78,65
2017-04-03,9156.76,87,72
2017-04-04,12301.65,109,96
2017-04-05,18902.94,102,96
2017-04-06,23168.89,110,95
2017-04-07,13250.289999999999,94,84
2017-04-08,8785.09,71,66
2017-04-09,7914.65,76,71
2017-04-10,11577.41,94,86
2017-04-11,8296.51,84,77
2017-04-12,8069.21,65,62
2017-04-13,9691.43,64,60
2017-04-14,7001.07,58,51
2017-04-15,8333.94,55,52
2017-04-16,5455.96,52,49
2017-04-17,7966.87,67,64
2017-04-18,21286.72,84,71
2017-04-19,12103.46,112,97
2017-04-20,13373.14,115,96
2017-04-21,8446.26,76,67
2017-04-22,12860.18,94,83
2017-04-23,10029.05,90,85
2017-04-24,13296.03,129,114
2017-04-25,14671.74,123,111
2017-04-26,15430.49,137,123
2017-04-27,9851.710000000001,100,78
2017-04-28,15790.49,108,98
2017-04-29,11912.63,86,73
2017-04-30,8091.16,71,68
2017-05-01,12580.27,131,116
2017-05-02,17640.2,136,125
2017-05-03,10053.56,111,102
2017-05-04,13508.55,122,108
2017-05-05,13969.76,123,110
2017-05-06,16219.98,127,107
2017-05-07,17167.87,120,109
2017-05-08,16148.41,143,122
2017-05-09,20787.05,153,124
2017-05-10,20927.49,124,115
2017-05-11,18164.55,138,126
2017-05-12,12191.61,119,110
2017-05-13,9053.65,80,72
2017-05-14,15022.9,127,110
2017-05-15,17822.03,170,153
2017-05-16,21115.89,171,150
2017-05-17,18195.95,155,140
2017-05-18,18245.13,140,125
2017-05-19,18397.670000000002,168,144
2017-05-20,10632.41,80,72
2017-05-21,17426.2,164,148
2017-05-22,25414.2,167,148
2017-05-23,17625.88,141,124
2017-05-24,23350.97,159,141
2017-05-25,15116.79,115,104
2017-05-26,10651.18,93,78
2017-05-27,13960.71,91,79
2017-05-28,9262.62,106,98
2017-05-29,18732.86,177,157
2017-05-30,13947.59,116,100
2017-05-31,19825.26,139,123
2017-06-01,19305.25,136,124
2017-06-02,19131.33,135,126
2017-06-03,10450.35,101,89
2017-06-04,13863.23,106,101
2017-06-05,23925.55,162,145
2017-06-06,14589.15,156,133
2017-06-07,12771.66,132,124
2017-06-08,18503.079999999998,151,137
2017-06-09,16051.35,127,106
2017-06-10,8220.35,83,76
2017-06-11,14303.56,126,113
2017-06-12,14803.11,149,125
2017-06-13,13926.19,140,124
2017-06-14,20441.670000000002,147,130
2017-06-15,12665.77,118,105
2017-06-16,12831.33,103,95
2017-06-17,11264.77,84,74
2017-06-18,15726.27,99,88
2017-06-19,22692.83,178,155
2017-06-20,10968.33,107,92
2017-06-21,6183.65,38,35
2017-06-22,8643.41,96,86
2017-06-23,13023.98,116,106
2017-06-24,8325.65,81,76
2017-06-25,17646.18,117,105
2017-06-26,13414.76,83,72
2017-06-27,16681.61,153,140
2017-06-28,14655.82,128,120
2017-06-29,12169.53,122,110
2017-06-30,12736.89,97,93
2017-07-01,12151.75,94,80
2017-07-02,11459.45,117,104
2017-07-03,16569.25,129,116
2017-07-04,15484.24,134,123
2017-07-05,20662.920000000002,161,139
2017-07-06,22223.72,162,148
2017-07-07,13237.87,133,116
2017-07-08,10206.86,91,83
2017-07-09,8070.58,96,88
2017-07-10,17326.93,156,140
2017-07-11,19973.79,183,161
2017-07-12,19042.22,164,147
2017-07-13,14465.01,154,136
2017-07-14,18745.15,168,149
2017-07-15,10930.56,112,98
2017-07-16,13027.62,146,111
2017-07-17,21554.98,194,163
2017-07-18,28238.2,220,190
2017-07-19,16545.34,171,150
2017-07-20,17974.18,167,140
2017-07-21,12799.85,130,113
2017-07-22,11456.81,101,88
2017-07-23,12117.61,107,104
2017-07-24,18212.72,176,158
2017-07-25,17070.12,169,149
2017-07-26,11097.25,144,121
2017-07-27,15693.93,138,123
2017-07-28,20043.16,153,132
2017-07-29,15814.28,129,114
2017-07-30,12944.87,130,117
2017-07-31,17146.08,164,145
2017-08-01,21745.04,185,165
2017-08-02,17999.35,169,152
2017-08-03,18985.61,165,145
2017-08-04,18361.62,161,141
2017-08-05,11898.24,125,114
2017-08-06,14181.14,122,108
2017-08-07,23257.84,182,157
2017-08-08,18661.63,159,146
2017-08-09,20508.27,160,141
2017-08-10,19865.55,175,154
2017-08-11,19139.34,163,137
2017-08-12,13371.96,106,95
2017-08-13,12264.29,108,91
2017-08-14,17927.47,174,154
2017-08-15,23727.260000000002,210,193
2017-08-16,21098.91,204,170
2017-08-17,18357.91,169,155
2017-08-18,17132.01,160,146
2017-08-19,12882.48,123,107
2017-08-20,12873.78,118,103
2017-08-21,22219.35,212,177
2017-08-22,16627.12,161,136
2017-08-23,15873.61,158,111
2017-08-24,13361.11,143,126
2017-08-25,15068.65,133,121
2017-08-26,10141.69,99,93
2017-08-27,13367.88,143,118
2017-08-28,22062.52,171,154
2017-08-29,33756.48,155,137
2017-08-30,30856.17,197,177
2017-08-31,20671.51,172,148
2017-09-01,28419.14,182,157
2017-09-02,18128.66,118,104
2017-09-03,27741.420000000002,141,124
2017-09-04,24937.98,161,148
2017-09-05,20981.55,181,154
2017-09-06,25134.71,156,139
2017-09-07,16893.5,104,97
2017-09-08,11573.57,132,114
2017-09-09,15082.53,119,106
2017-09-10,17708.37,151,134
2017-09-11,23326.79,192,177
2017-09-12,27006.02,243,203
2017-09-13,27333.38,227,204
2017-09-14,22557.760000000002,198,166
2017-09-15,18208.27,163,148
2017-09-16,20705.63,135,127
2017-09-17,19979.42,136,125
2017-09-18,28487.81,218,183
2017-09-19,20057.95,179,153
2017-09-20,22102.55,187,161
2017-09-21,19015.53,176,150
2017-09-22,15755.12,152,135
2017-09-23,10302.51,98,84
2017-09-24,12920.75,123,112
2017-09-25,17897.6,153,132
2017-09-26,21681.9,196,179
2017-09-27,20646.92,174,144
2017-09-28,23264.52,165,142
2017-09-29,30878.56,135,116
2017-09-30,12685.49,120,109
2017-10-01,18431.37,142,126
2017-10-02,21764.65,166,142
2017-10-03,26118.57,218,198
2017-10-04,21197.7,171,157
2017-10-05,25230.42,170,139
2017-10-06,17024.77,153,125
2017-10-07,15111.02,116,102
2017-10-08,16539.010000000002,137,124
2017-10-09,29148.89,221,189
2017-10-10,28072.329999999998,204,178
2017-10-11,22669.37,178,156
2017-10-12,18704.98,156,138
2017-10-13,22881.19,165,151
2017-10-14,13490.95,127,115
2017-10-15,18751.85,137,120
2017-10-16,30580.16,226,194
2017-10-17,29675.77,259,197
2017-10-18,27257.79,223,176
2017-10-19,23223.71,195,175
2017-10-20,18543.3,130,119
2017-10-21,14559.65,122,108
2017-10-22,19735.66,181,156
2017-10-23,22138.1,188,157
2017-10-24,22051.37,192,163
2017-10-25,17507.06,171,154
2017-10-26,21851.8,178,142
2017-10-27,20377.58,156,131
2017-10-28,16483.61,97,86
2017-10-29,17048.75,159,129
2017-10-30,20195.24,168,143
2017-10-31,23813.0,194,157
2017-11-01,19383.61,127,109
2017-11-02,21163.829999999998,143,119
2017-11-03,22844.05,169,138
2017-11-04,19169.07,135,111
2017-11-05,16461.54,161,140
2017-11-06,27867.84,205,186
2017-11-07,20829.71,177,157
2017-11-08,19227.52,198,173
2017-11-09,24640.35,221,186
2017-11-10,19323.84,188,163
2017-11-11,23203.07,174,154
2017-11-12,23087.26,186,172
2017-11-13,24200.32,233,200
2017-11-14,26692.95,213,185
2017-11-15,22947.39,213,182
2017-11-16,28268.82,257,224
2017-11-17,29209.07,225,189
2017-11-18,23224.8,170,145
2017-11-19,19955.56,176,158
2017-11-20,44235.47,261,225
2017-11-21,34209.84,256,224
2017-11-22,24678.47,238,197
2017-11-23,43563.89,334,275
2017-11-24,152653.74,1366,1166
2017-11-25,60923.48,580,498
2017-11-26,44976.28,455,387
2017-11-27,47923.66,474,400
2017-11-28,47886.55,431,376
2017-11-29,39787.42,365,318
2017-11-30,31322.74,295,264
2017-12-01,39981.91,312,274
2017-12-02,31208.13,235,214
2017-12-03,29262.920000000002,261,231
2017-12-04,46548.53,368,330
2017-12-05,33632.37,323,275
2017-12-06,39198.74,314,273
2017-12-07,28055.78,257,226
2017-12-08,29847.46,237,215
2017-12-09,20027.04,170,155
2017-12-10,24695.79,205,187
2017-12-11,33705.39,295,266
2017-12-12,33468.71,295,258
2017-12-13,29361.48,260,217
2017-12-14,25286.23,215,199
2017-12-15,27382.2,208,192
2017-12-16,20296.28,144,131
2017-12-17,19312.41,151,133
2017-12-18,29162.11,233,208
2017-12-19,20615.99,201,174
2017-12-20,27958.53,196,171
2017-12-21,18327.53,155,142
2017-12-22,14935.3,127,110
2017-12-23,12875.050000000001,119,107
2017-12-24,5643.01,60,58
2017-12-25,10381.34,101,90
2017-12-26,20549.43,181,168
2017-12-27,17700.4,184,166
2017-12-28,15037.49,157,146
2017-12-29,16042.720000000001,151,133
2017-12-30,13042.65,108,96
2017-12-31,8640.87,77,73
2018-01-01,6948.21,81,73
2018-01-02,25315.0,233,203
2018-01-03,31286.73,246,221
2018-01-04,34839.44,278,255
2018-01-05,27720.39,244,209
2018-01-06,27609.670000000002,258,215
2018-01-07,29433.010000000002,220,195
2018-01-08,38714.4,334,292
2018-01-09,30248.91,272,251
2018-01-10,38479.53,317,277
2018-01-11,40056.96,305,264
2018-01-12,30988.94,284,239
2018-01-13,28091.91,240,216
2018-01-14,30962.53,252,232
2018-01-15,38330.3,340,305
2018-01-16,44237.17,362,301
2018-01-17,36089.22,300,282
2018-01-18,27774.77,274,238
2018-01-19,29954.78,263,232
2018-01-20,22232.68,207,183
2018-01-21,23708.93,212,193
2018-01-22,37047.65,352,309
2018-01-23,34326.37,298,260
2018-01-24,31413.79,268,240
2018-01-25,29528.62,263,230
2018-01-26,33770.2,262,225
2018-01-27,21544.61,172,150
2018-01-28,23671.85,165,152
2018-01-29,29987.56,283,242
2018-01-30,28839.57,307,251
2018-01-31,32302.59,281,252
2018-02-01,29985.75,264,228
2018-02-02,27613.53,252,208
2018-02-03,23084.670000000002,206,190
2018-02-04,23810.79,221,200
2018-02-05,36866.24,308,266
2018-02-06,33905.63,299,266
2018-02-07,31121.44,280,243
2018-02-08,27074.86,250,225
2018-02-09,30571.07,226,208
2018-02-10,21129.16,194,175
2018-02-11,22435.08,187,169
2018-02-12,23255.73,249,214
2018-02-13,23516.44,261,220
2018-02-14,36830.97,341,290
2018-02-15,31968.97,311,276
2018-02-16,26894.99,245,212
2018-02-17,24841.48,221,199
2018-02-18,24491.63,232,200
2018-02-19,27869.13,291,255
2018-02-20,36412.090000000004,312,285
2018-02-21,32107.91,306,261
2018-02-22,31154.98,353,274
2018-02-23,28424.7,260,235
2018-02-24,24210.18,208,189
2018-02-25,29053.87,268,236
2018-02-26,43632.16,331,293
2018-02-27,40151.4,364,296
2018-02-28,45480.58,357,311
2018-03-01,39381.63,313,272
2018-03-02,31776.46,303,265
2018-03-03,26091.27,227,209
2018-03-04,32441.9,250,235
2018-03-05,38116.07,313,259
2018-03-06,39173.99,305,271
2018-03-07,36137.89,289,258
2018-03-08,27994.39,271,233
2018-03-09,28405.44,229,203
2018-03-10,25964.94,213,191
2018-03-11,31320.43,239,218
2018-03-12,30644.66,259,232
2018-03-13,35776.24,268,226
2018-03-14,23528.79,235,198
2018-03-15,44311.46,327,286
2018-03-16,32832.19,290,252
2018-03-17,20078.5,191,180
2018-03-18,31119.33,232,215
2018-03-19,44580.19,365,301
2018-03-20,35431.47,346,295
2018-03-21,39589.43,314,284
2018-03-22,31119.41,296,254
2018-03-23,29621.239999999998,256,219
2018-03-24,23787.77,189,165
2018-03-25,25557.29,226,190
2018-03-26,35725.11,319,270
2018-03-27,34726.52,288,244
2018-03-28,29683.44,241,218
2018-03-29,28841.74,223,193
2018-03-30,22088.14,185,165
2018-03-31,25203.73,193,167
2018-04-01,29396.66,232,207
2018-04-02,39722.1,331,280
2018-04-03,36246.51,279,246
2018-04-04,37982.73,287,257
2018-04-05,36058.79,298,266
2018-04-06,27507.44,212,188
2018-04-07,25517.38,184,164
2018-04-08,23463.85,207,185
2018-04-09,49308.73,290,253
2018-04-10,27870.56,231,201
2018-04-11,40782.96,310,274
2018-04-12,34117.58,298,255
2018-04-13,29850.81,237,199
2018-04-14,18845.7,172,146
2018-04-15,30524.04,264,223
2018-04-16,40357.06,319,279
2018-04-17,36654.07,310,264
2018-04-18,39472.71,315,280
2018-04-19,43080.23,353,290
2018-04-20,28353.84,229,196
2018-04-21,18966.34,169,156
2018-04-22,27350.9,233,200
2018-04-23,37674.27,329,285
2018-04-24,43046.78,310,270
2018-04-25,40945.12,320,283
2018-04-26,31409.56,292,253
2018-04-27,40680.04,284,241
2018-04-28,23420.91,190,168
2018-04-29,19302.7,187,170
2018-04-30,35682.61,285,240
2018-05-01,32963.9,276,254
2018-05-02,38557.72,339,295
2018-05-03,42497.77,357,304
2018-05-04,39730.93,309,265
2018-05-05,28239.05,219,195
2018-05-06,28288.25,239,209
2018-05-07,53211.98,416,369
2018-05-08,47800.69,378,327
2018-05-09,43561.22,391,341
2018-05-10,50380.67,333,278
2018-05-11,37859.19,284,246
2018-05-12,29604.14,239,204
2018-05-13,31313.52,246,206
2018-05-14,53702.39,412,363
2018-05-15,41054.86,422,351
2018-05-16,56238.83,405,356
2018-05-17,31450.63,255,226
2018-05-18,31621.52,277,236
2018-05-19,25081.39,168,138
2018-05-20,19528.55,191,160
2018-05-21,25230.09,236,201
2018-05-22,27568.98,228,197
2018-05-23,17501.05,150,132
2018-05-24,20073.26,130,114
2018-05-25,15888.92,128,103
2018-05-26,14799.17,116,99
2018-05-27,12523.25,112,100
2018-05-28,26702.47,168,142
2018-05-29,25572.08,173,149
2018-05-30,19214.0,155,140
2018-05-31,25111.28,146,133
2018-06-01,32298.92,211,184
2018-06-02,25266.62,158,142
2018-06-03,28461.66,217,191
2018-06-04,28622.4,258,225
2018-06-05,30709.36,240,197
2018-06-06,26134.4,277,227
2018-06-07,37020.4,251,223
2018-06-08,26870.41,234,198
2018-06-09,29325.079999999998,192,172
2018-06-10,25369.24,222,191
2018-06-11,49669.7,338,294
2018-06-12,40369.0,288,246
2018-06-13,34228.8,304,258
2018-06-14,27504.6,237,212
2018-06-15,26418.56,208,185
2018-06-16,24616.05,177,165
2018-06-17,17316.33,175,152
2018-06-18,34488.4,278,245
2018-06-19,34467.02,259,229
2018-06-20,28722.99,250,216
2018-06-21,27703.58,264,234
2018-06-22,24807.27,206,179
2018-06-23,17432.02,171,150
2018-06-24,24303.6,217,198
2018-06-25,36045.52,279,239
2018-06-26,30633.79,288,240
2018-06-27,26496.48,243,214
2018-06-28,32151.97,283,242
2018-06-29,20431.48,196,173
2018-06-30,15379.880000000001,139,124
2018-07-01,24369.47,186,161
2018-07-02,22872.2,215,193
2018-07-03,26222.42,238,215
2018-07-04,35412.65,288,254
2018-07-05,28590.33,220,194
2018-07-06,19005.54,130,121
2018-07-07,9076.56,101,91
2018-07-08,14207.98,143,120
2018-07-09,19564.85,158,148
2018-07-10,18724.57,151,132
2018-07-11,18422.98,144,126
2018-07-12,19691.97,124,118
2018-07-13,27644.23,190,167
2018-07-14,22044.71,158,146
2018-07-15,29997.49,166,151
2018-07-16,31042.79,262,243
2018-07-17,29733.48,242,219
2018-07-18,41193.49,340,305
2018-07-19,38705.58,287,253
2018-07-20,31898.19,285,247
2018-07-21,20901.68,206,185
2018-07-22,25958.420000000002,238,214
2018-07-23,39841.42,345,304
2018-07-24,41525.76,303,270
2018-07-25,40367.55,322,267
2018-07-26,34864.02,284,245
2018-07-27,28371.75,216,189
2018-07-28,25210.12,210,175
2018-07-29,29652.51,207,184
2018-07-30,37866.76,308,280
2018-07-31,45062.8,372,316
2018-08-01,40424.0,345,308
2018-08-02,38434.62,335,298
2018-08-03,41802.19,345,312
2018-08-04,35374.06,271,242
2018-08-05,35425.35,310,274
2018-08-06,53811.14,426,368
2018-08-07,48298.68,425,361
2018-08-08,42831.07,359,314
2018-08-09,40040.28,322,283
2018-08-10,33305.73,267,252
2018-08-11,25960.93,216,186
2018-08-12,31524.21,227,197
2018-08-13,38561.21,320,287
2018-08-14,44030.95,339,312
2018-08-15,45405.14,315,283
2018-08-16,35166.77,351,316
2018-08-17,31683.18,288,254
2018-08-18,24340.95,206,196
2018-08-19,25487.39,226,204
2018-08-20,34479.5,283,252
2018-08-21,26323.06,258,239
2018-08-22,20297.13,216,186
2018-08-23,17030.87,161,142
2018-08-24,9585.710000000001,116,97
2018-08-25,10599.41,75,69
2018-08-26,8070.71,82,73
2018-08-27,5345.91,71,66
2018-08-28,3673.91,45,39
2018-08-29,1546.04,16,11
2018-08-30,0.0,0,0
2018-08-31,0.0,0,0
2018-09-01,0.0,0,0
2018-09-02,0.0,0,0
2018-09-03,145.0,1,1
